Type	ID	Name	Comment
3	408	Green Vest of Witch	"A magic armor that is fairly popular among Mages."
3	409	Green Vest of Witch	"A magic armor that is fairly popular among Mages."
3	410	Elven Green Vest of Witch	"A magic armor that is fairly popular among Mages."
3	411	Saint Green Vest of Witch	"A magic armor that is fairly popular among Mages."
3	412	Legend Green Vest of Witch	"A magic armor that is fairly popular among Mages."
3	413	Holy Green Vest of Witch	"A magic armor that is fairly popular among Mages."
3	414	Purple Vest of Witch	"Basic armor which is favored by well-experienced Mages."
3	415	Purple Vest of Witch	"Basic armor which is favored by well-experienced Mages."
3	416	Purple Vest of Witch	"Basic armor which is favored by well-experienced Mages."
3	417	Elven Purple Vest of Witch	"Basic armor which is favored by well-experienced Mages."
3	418	Saint Purple Vest of Witch	"Basic armor which is favored by well-experienced Mages."
3	419	Legend Purple Vest of Witch	"Basic armor which is favored by well-experienced Mages."
3	420	Holy Purple Vest of Witch	"Basic armor which is favored by well-experienced Mages."
3	421	Violet Dress	"A fashionable dress which is favored by powerful Mages."
3	422	Violet Dress	"A fashionable dress which is favored by powerful Mages."
3	423	Violet Dress	"A fashionable dress which is favored by powerful Mages."
3	424	Elven Violet Dress	"A fashionable dress which is favored by powerful Mages."
3	425	Saint Violet Dress	"A fashionable dress which is favored by powerful Mages."
3	426	Legend Violet Dress	"A fashionable dress which is favored by powerful Mages."
3	427	Holy Violet Dress	"A fashionable dress which is favored by powerful Mages."
3	428	Coat of Shadow	"A coat that is rumored to cover its wearer in shadow."
3	429	Coat of Shadow	"A coat that is rumored to cover its wearer in shadow."
3	430	Coat of Shadow	"A coat that is rumored to cover its wearer in shadow."
3	431	Golden Coat of Shadow	"A coat that is rumored to cover its wearer in shadow."
3	432	Elven Coat of Shadow	"A coat that is rumored to cover its wearer in shadow."
3	433	Saint Coat of Shadow	"A coat that is rumored to cover its wearer in shadow."
3	434	Legend Coat of Shadow	"A coat that is rumored to cover its wearer in shadow."
3	435	Velvet Coat of Witch	"A coat containing extremely potent magic that can only be worn by adept magic users."
3	436	Velvet Coat of Witch	"A coat containing extremely potent magic that can only be worn by adept magic users."
3	437	Velvet Coat of Witch	"A coat containing extremely potent magic that can only be worn by adept magic users."
3	438	Golden Velvet Coat of Witch	"A coat containing extremely potent magic that can only be worn by adept magic users."
3	439	Elven Velvet Coat of Witch	"A coat containing extremely potent magic that can only be worn by adept magic users."
3	440	Saint Velvet Coat of Witch	"A coat containing extremely potent magic that can only be worn by adept magic users."
3	441	Legend Velvet Coat of Witch	"A coat containing extremely potent magic that can only be worn by adept magic users."
3	442	Heaven's Coat	"A coat said to have been worn by those descended from the heavens."
3	443	Heaven's Coat	"A coat said to have been worn by those descended from the heavens."
3	444	Heaven's Coat	"A coat said to have been worn by those descended from the heavens."
3	445	Golden Heaven's Coat	"A coat said to have been worn by those descended from the heavens."
3	446	Elven Heaven's Coat	"A coat said to have been worn by those descended from the heavens."
3	447	Saint Heaven's Coat	"A coat said to have been worn by those descended from the heavens."
3	448	Legend Heaven's Coat	"A coat said to have been worn by those descended from the heavens."
3	449	Fairy Vest	"Cute clothes that were crafted by Arua's Fairy."
3	450	Fairy Vest	"Cute clothes that were crafted by Arua's Fairy."
3	451	Fairy Vest	"Cute clothes that were crafted by Arua's Fairy."
3	452	Golden Fairy Vest	"Cute clothes that were crafted by Arua's Fairy."
3	453	Elven Fairy Vest	"Cute clothes that were crafted by Arua's Fairy."
3	454	Saint Fairy Vest	"Cute clothes that were crafted by Arua's Fairy."
3	455	Legend Fairy Vest	"Cute clothes that were crafted by Arua's Fairy."
3	456	Joker Vest	"Clothes that are usually worn by cheaters and confidence men."
3	457	Joker Vest	"Clothes that are usually worn by cheaters and confidence men."
3	458	Joker Vest	"Clothes that are usually worn by cheaters and confidence men."
3	459	Golden Joker Vest	"Clothes that are usually worn by cheaters and confidence men."
3	460	Elven Joker Vest	"Clothes that are usually worn by cheaters and confidence men."
3	461	Saint Joker Vest	"Clothes that are usually worn by cheaters and confidence men."
3	462	Legend Joker Vest	"Clothes that are usually worn by cheaters and confidence men."
3	463	Mysticweaver Vest	"Clothes designed for intermediate level Mages."
3	464	Mysticweaver Vest	"Clothes designed for intermediate level Mages."
3	465	Mysticweaver Vest	"Clothes designed for intermediate level Mages."
3	466	Golden Mysticweaver Vest	"Clothes designed for intermediate level Mages."
3	467	Elven Mysticweaver Vest	"Clothes designed for intermediate level Mages."
3	468	Saint Mysticweaver Vest	"Clothes designed for intermediate level Mages."
3	469	Legend Mysticweaver Vest	"Clothes designed for intermediate level Mages."
3	470	Serenity Coat	"A coat that helps its wearer to relax and focus just by wearing it."
3	471	Serenity Coat	"A coat that helps its wearer to relax and focus just by wearing it."
3	472	Serenity Coat	"A coat that helps its wearer to relax and focus just by wearing it."
3	473	Golden Serenity Coat	"A coat that helps its wearer to relax and focus just by wearing it."
3	474	Elven Serenity Coat	"A coat that helps its wearer to relax and focus just by wearing it."
3	475	Saint Serenity Coat	"A coat that helps its wearer to relax and focus just by wearing it."
3	476	Legend Serenity Coat	"A coat that helps its wearer to relax and focus just by wearing it."
3	477	Elven Archmage Coat	"A coat that is especially designed to be worn by advanced Muses."
3	478	Saint Archmage Coat	"A coat that is especially designed to be worn by advanced Muses."
3	479	Legend Archmage Coat	"A coat that is especially designed to be worn by advanced Muses."
3	501	Hunter Chest	"Basic armor for Hawkers."
3	502	Hunter Chest	"Basic armor for Hawkers."
3	503	Hunter Chest	"Basic armor for Hawkers."
3	504	Elven Hunter Chest	"Basic armor for Hawkers."
3	505	Legend Hunter Chest	"Basic armor for Hawkers."
3	506	Holy Hunter Chest	"Basic armor for Hawkers."
3	507	Criker Chest	"A lightweight armor suitable for hunting."
3	508	Criker Chest	"A lightweight armor suitable for hunting."
3	509	Criker Chest	"A lightweight armor suitable for hunting."
3	510	Elven Criker Chest	"A lightweight armor suitable for hunting."
3	511	Saint Criker Chest	"A lightweight armor suitable for hunting."
3	512	Legend Criker Chest	"A lightweight armor suitable for hunting."
3	513	Holy Criker Chest	"A lightweight armor suitable for hunting."
3	514	Ranger Chest	"A fashionable armor for well-experienced hunters."
3	515	Ranger Chest	"A fashionable armor for well-experienced hunters."
3	516	Ranger Chest	"A fashionable armor for well-experienced hunters."
3	517	Elven Ranger Chest	"A fashionable armor for well-experienced hunters."
3	518	Saint Ranger Chest	"A fashionable armor for well-experienced hunters."
3	519	Legend Ranger Chest	"A fashionable armor for well-experienced hunters."
3	520	Holy Ranger Chest	"A fashionable armor for well-experienced hunters."
3	521	Black Pirate Armor	"A set of armor that is favored by pirates of the black sea."
3	522	Black Pirate Armor	"A set of armor that is favored by pirates of the black sea."
3	523	Black Pirate Armor	"A set of armor that is favored by pirates of the black sea."
3	524	Elven Black Pirate Armor	"A set of armor that is favored by pirates of the black sea."
3	525	Saint Black Pirate Armor	"A set of armor that is favored by pirates of the black sea."
3	526	Legend Black Pirate Armor	"A set of armor that is favored by pirates of the black sea."
3	527	Holy Black Pirate Armor	"A set of armor that is favored by pirates of the black sea."
3	528	Mariner's Look	"Armor for people who love sailing."
3	529	Mariner's Look	"Armor for people who love sailing."
3	530	Mariner's Look	"Armor for people who love sailing."
3	531	Golden Mariner's Look	"Armor for people who love sailing."
3	532	Elven Mariner's Look	"Armor for people who love sailing."
3	533	Saint Mariner's Look	"Armor for people who love sailing."
3	534	Legend Mariner's Look	"Armor for people who love sailing."
3	535	Jaguar Chest	"A set of armor that enables its wearer to move as quickly as a jaguar."
3	536	Jaguar Chest	"A set of armor that enables its wearer to move as quickly as a jaguar."
3	537	Jaguar Chest	"A set of armor that enables its wearer to move as quickly as a jaguar."
3	538	Golden Jaguar Chest	"A set of armor that enables its wearer to move as quickly as a jaguar."
3	539	Elven Jaguar Chest	"A set of armor that enables its wearer to move as quickly as a jaguar."
3	540	Saint Jaguar Chest	"A set of armor that enables its wearer to move as quickly as a jaguar."
3	541	Legend Jaguar Chest	"A set of armor that enables its wearer to move as quickly as a jaguar."
3	542	Wild Hawker Chest	"A necessity for the ultimate Hawker!"
3	542	Wild Hawker Chest	"A necessity for the ultimate Hawker!"
3	544	Wild Hawker Chest	"A necessity for the ultimate Hawker!"
3	545	Golden Wild Hawker Chest	"A necessity for the ultimate Hawker!"
3	546	Elven Wild Hawker Chest	"A necessity for the ultimate Hawker!"
3	547	Saint Wild Hawker Chest	"A necessity for the ultimate Hawker!"
3	548	Legend Wild Hawker Chest	"A necessity for the ultimate Hawker!"
3	549	Pirate Armor	"Although roughly hewn, these pirate clothes promote ease of movement."
3	550	Pirate Armor	"Although roughly hewn, these pirate clothes promote ease of movement."
3	551	Pirate Armor	"Although roughly hewn, these pirate clothes promote ease of movement."
3	552	Golden Pirate Armor	"Although roughly hewn, these pirate clothes promote ease of movement."
3	553	Elven Pirate Armor	"Although roughly hewn, these pirate clothes promote ease of movement."
3	554	Saint Pirate Armor	"Although roughly hewn, these pirate clothes promote ease of movement."
3	555	Legend Pirate Armor	"Although roughly hewn, these pirate clothes promote ease of movement."
3	556	Silentwalker Chest	"Clothes that are worn by those that specialize in stealth and espionage."
3	557	Silentwalker Chest	"Clothes that are worn by those that specialize in stealth and espionage."
3	558	Silentwalker Chest	"Clothes that are worn by those that specialize in stealth and espionage."
3	559	Golden Silentwalker Chest	"Clothes that are worn by those that specialize in stealth and espionage."
3	560	Elven Silentwalker Chest	"Clothes that are worn by those that specialize in stealth and espionage."
3	561	Saint Silentwalker Chest	"Clothes that are worn by those that specialize in stealth and espionage."
3	562	Legend Silentwalker Chest	"Clothes that are worn by those that specialize in stealth and espionage."
3	563	Triggerman Chest	"Mysterious clothes that are favored by hitmen."
3	564	Triggerman Chest	"Mysterious clothes that are favored by hitmen."
3	565	Triggerman Chest	"Mysterious clothes that are favored by hitmen."
3	566	Golden Triggerman Chest	"Mysterious clothes that are favored by hitmen."
3	567	Elven Triggerman Chest	"Mysterious clothes that are favored by hitmen."
3	568	Saint Triggerman Chest	"Mysterious clothes that are favored by hitmen."
3	569	Legend Triggerman Chest	"Mysterious clothes that are favored by hitmen."
3	570	Captain Hawker Chest	"Garments that are the mark of a truly great captain."
3	571	Captain Hawker Chest	"Garments that are the mark of a truly great captain."
3	572	Captain Hawker Chest	"Garments that are the mark of a truly great captain."
3	573	Golden Captain Hawker Chest	"Garments that are the mark of a truly great captain."
3	574	Elven Captain Hawker Chest	"Garments that are the mark of a truly great captain."
3	575	Saint Captain Hawker Chest	"Garments that are the mark of a truly great captain."
3	576	Legend Captain Hawker Chest	"Garments that are the mark of a truly great captain."
3	577	Elven Netherworld Chest	"Clothes designed for wear by leaders of the underworld."
3	578	Saint Netherworld Chest	"Clothes designed for wear by leaders of the underworld."
3	579	Legend Netherworld Chest	"Clothes designed for wear by leaders of the underworld."
3	601	Brown Vest	"Basic armor for new merchants."
3	602	Brown Vest	"Basic armor for new merchants."
3	603	Brown Vest	"Basic armor for new merchants."
3	604	Elven Brown Vest	"Basic armor for new merchants."
3	605	Legend Brown Vest	"Basic armor for new merchants."
3	606	Holy Brown Vest	"Basic armor for new merchants."
3	607	Vibe Vest	"Basic armor for people who just started to understand economic theory."
3	608	Vibe Vest	"Basic armor for people who just started to understand economic theory."
3	609	Vibe Vest	"Basic armor for people who just started to understand economic theory."
3	610	Elven Vibe Vest	"Basic armor for people who just started to understand economic theory."
3	611	Saint Vibe Vest	"Basic armor for people who just started to understand economic theory."
3	612	Legend Vibe Vest	"Basic armor for people who just started to understand economic theory."
3	613	Holy Vibe Vest	"Basic armor for people who just started to understand economic theory."
3	614	Tamiya Vest	"A thick, yet lightweight armor for young peddlers."
3	615	Tamiya Vest	"A thick, yet lightweight armor for young peddlers."
3	616	Tamiya Vest	"A thick, yet lightweight armor for young peddlers."
3	617	Elven Tamiya Vest	"A thick, yet lightweight armor for young peddlers."
3	618	Saint Tamiya Vest	"A thick, yet lightweight armor for young peddlers."
3	619	Legend Tamiya Vest	"A thick, yet lightweight armor for young peddlers."
3	620	Holy Tamiya Vest	"A thick, yet lightweight armor for young peddlers."
3	621	Semiya Vest	"A thick, yet lightweight and comfortable armor for young peddlers."
3	622	Semiya Vest	"A thick, yet lightweight and comfortable armor for young peddlers."
3	623	Semiya Vest	"A thick, yet lightweight and comfortable armor for young peddlers."
3	624	Elven Semiya Vest	"A thick, yet lightweight and comfortable armor for young peddlers."
3	625	Saint Semiya Vest	"A thick, yet lightweight and comfortable armor for young peddlers."
3	626	Legend Semiya Vest	"A thick, yet lightweight and comfortable armor for young peddlers."
3	627	Holy Semiya Vest	"A thick, yet lightweight and comfortable armor for young peddlers."
3	628	Merchant Vest	"Sophisticated armor for well-experienced peddlers."
3	629	Merchant Vest	"Sophisticated armor for well-experienced peddlers."
3	630	Merchant Vest	"Sophisticated armor for well-experienced peddlers."
3	631	Golden Merchant Vest	"Sophisticated armor for well-experienced peddlers."
3	632	Elven Merchant Vest	"Sophisticated armor for well-experienced peddlers."
3	633	Saint Merchant Vest	"Sophisticated armor for well-experienced peddlers."
3	634	Legend Merchant Vest	"Sophisticated armor for well-experienced peddlers."
3	635	Rich Merchant Vest	"Sophisticated armor that fits well on well-experienced peddlers."
3	636	Rich Merchant Vest	"Sophisticated armor that fits well on well-experienced peddlers."
3	637	Rich Merchant Vest	"Sophisticated armor that fits well on well-experienced peddlers."
3	638	Golden Rich Merchant Vest	"Sophisticated armor that fits well on well-experienced peddlers."
3	639	Elven Rich Merchant Vest	"Sophisticated armor that fits well on well-experienced peddlers."
3	640	Saint Rich Merchant Vest	"Sophisticated armor that fits well on well-experienced peddlers."
3	641	Legend Rich Merchant Vest	"Sophisticated armor that fits well on well-experienced peddlers."
3	642	Redfield Chairman Suit	"A high-quality suit for person of esteem."
3	643	Redfield Chairman Suit	"A high-quality suit for person of esteem."
3	644	Redfield Chairman Suit	"A high-quality suit for person of esteem."
3	645	Golden Redfield Chairman Suit	"A high-quality suit for person of esteem."
3	646	Elven Redfield Chairman Suit	"A high-quality suit for person of esteem."
3	647	Saint Redfield Chairman Suit	"A high-quality suit for person of esteem."
3	648	Legend Redfield Chairman Suit	"A high-quality suit for person of esteem."
3	649	Fisherman Suit	"A suit that expresses the hope of catching big game when you go fishing."
3	650	Fisherman Suit	"A suit that expresses the hope of catching big game when you go fishing."
3	651	Fisherman Suit	"A suit that expresses the hope of catching big game when you go fishing."
3	652	Golden Fisherman Suit	"A suit that expresses the hope of catching big game when you go fishing."
3	653	Elven Fisherman Suit	"A suit that expresses the hope of catching big game when you go fishing."
3	654	Saint Fisherman Suit	"A suit that expresses the hope of catching big game when you go fishing."
3	655	Legend Fisherman Suit	"A suit that expresses the hope of catching big game when you go fishing."
3	656	Bomber Vest	"Clothes designed for highly skilled demolition experts."
3	657	Bomber Vest	"Clothes designed for highly skilled demolition experts."
3	658	Bomber Vest	"Clothes designed for highly skilled demolition experts."
3	659	Golden Bomber Vest	"Clothes designed for highly skilled demolition experts."
3	660	Elven Bomber Vest	"Clothes designed for highly skilled demolition experts."
3	661	Saint Bomber Vest	"Clothes designed for highly skilled demolition experts."
3	662	Legend Bomber Vest	"Clothes designed for highly skilled demolition experts."
3	663	Cart Racer Vest	"Clothes worn by the best Cart Racers."
3	664	Cart Racer Vest	"Clothes worn by the best Cart Racers."
3	665	Cart Racer Vest	"Clothes worn by the best Cart Racers."
3	666	Golden Cart Racer Vest	"Clothes worn by the best Cart Racers."
3	667	Elven Cart Racer Vest	"Clothes worn by the best Cart Racers."
3	668	Saint Cart Racer Vest	"Clothes worn by the best Cart Racers."
3	669	Legend Cart Racer Vest	"Clothes worn by the best Cart Racers."
3	670	Bourgeois Vest	"Garments worn by the rich as symbols of their status.  These clothes elicit sighs of jealousy from most onlookers."
3	671	Bourgeois Vest	"Garments worn by the rich as symbols of their status.  These clothes elicit sighs of jealousy from most onlookers."
3	672	Bourgeois Vest	"Garments worn by the rich as symbols of their status.  These clothes elicit sighs of jealousy from most onlookers."
3	673	Golden Bourgeois Vest	"Garments worn by the rich as symbols of their status.  These clothes elicit sighs of jealousy from most onlookers."
3	674	Elven Bourgeois Vest	"Garments worn by the rich as symbols of their status.  These clothes elicit sighs of jealousy from most onlookers."
3	675	Saint Bourgeois Vest	"Garments worn by the rich as symbols of their status.  These clothes elicit sighs of jealousy from most onlookers."
3	676	Legend Bourgeois Vest	"Garments worn by the rich as symbols of their status.  These clothes elicit sighs of jealousy from most onlookers."
3	677	Elven Noble Lord Vest	"Garments, worn as symbols of power and prestige, that are especially made for aristocrats."
3	678	Saint Noble Lord Vest	"Garments, worn as symbols of power and prestige, that are especially made for aristocrats."
3	679	Legend Noble Lord Vest	"Garments, worn as symbols of power and prestige, that are especially made for aristocrats."
4	2	White Gloves	"Fingerless gloves made with white fabric."
4	3	Leather Gloves	"Fingerless gloves made out of leather."
4	4	Dumb Gloves	"Gloves that supposedly went out of fashion years ago."
4	5	Safe Gloves	"Thick mittens that keep one's hands from getting hurt."
4	6	Action Gloves	"Fingerless gloves made out of stout leather."
4	7	Full Action Gloves	"Fingerless gloves made out of stout, yet flexible leather."
4	8	Gray Gloves	"Gray gloves that seem sturdy and dependable."
4	9	Hill Gray Gloves	"Gloves that have a piously grey color."
4	10	Gloves of Iguje	"Gloves which make its wearer more dexterous."
4	11	Islamic Gloves	"Gloves which make its wearer more suave and dexterous."
4	12	Venetian Gloves	"Gloves favored by people who love to travel."
4	13	Luxurious Venetian Gloves	"Gloves favored by people who love to travel in comfort."
4	14	Junior Gloves	"Gloves for students who attend magic school."
4	15	Senior Gloves	"Gloves for exemplary students who attend magic school."
4	16	Redfield Green Gloves	"Gloves for a true gentleman."
4	17	Redfield Black Gloves	"Gentlemanly gloves for a man of refined tastes."
4	31	Soldier Gloves	"Basic gloves for soldiers."
4	32	Iron Gauntlets	"Gauntlets made out of iron."
4	33	Trunket Gloves	"Reliable gloves made out of iron."
4	34	Chrome Gauntlets	"Well-made gauntlets made out of a mysterious metal."
4	35	Mighty Gauntlets	"Light, yet reliable gauntlets."
4	36	Kurash Gauntlets	"Gauntlets, made out of tough steel, which can also be used as weapons."
4	37	Plate Gauntlets	"The best gauntlets: well-designed and reliable."
4	38	Durable Gloves	"A tough pair of gloves that is known for its durability."
4	39	Cedric Gloves	"Gloves designed by a famous swordman for use in battle."
4	40	Execution Gloves	"Gloves for warriors that must regularly battle against villains and scoundrels."
4	41	Abyss Plate Gauntlets	"Gauntlets forged out of a wondrous metal found at the bottom of an abyss."
4	42	Rightous Plate Gauntlets	"Gaunlets meant to be worn by warriors whose hearts know the true meaning of justice."
4	61	Spiritual Gloves	"Basic gloves for new Muses."
4	62	Green Gloves of Witch	"Gloves which are considerably popular among Mages."
4	63	Purple Gloves of Witch	"Gloves that are favored by very well-experienced Mages."
4	64	Violet Gloves	"Fashionable gloves which are favored by powerful Mages."
4	65	Gloves of Shadow	"Gloves that are rumored to cover its wearer in shadow."
4	66	Velvet Gloves of Witch	"Gloves that contain powerful magic."
4	67	Heaven's Gloves	"Gloves said to be worn by those who have swooped down from the heavens."
4	68	Fairy Gloves	"Glove made by Arua Fairies."
4	69	Joker Gloves	"Gloves that are usually worn by swindlers and crooks."
4	70	Mystic Weaver Gloves	"Gloves designed for use by intermediate level Muses."
4	71	Serenity Gloves	"Gloves that enable its wearer to relax and focus just by wearing them."
4	72	Archmage Gloves	"Gloves that are especially crafted for advanced Muses."
4	91	Hunter Gloves	"Basic gloves for Hawkers."
4	92	Criker Gloves	"Light mittens that are suitable for hunting."
4	93	Ranger Gloves	"Fashionable gloves for well-experienced hunters."
4	94	Black Pirate Gloves	"Gloves that are favored by pirates of the black sea."
4	95	Mariner's Gloves	"Gloves that are favored by people who love sailing."
4	96	Jaguar Gloves	"Gloves that enable its wearer to move as quickly as a jaguar."
4	97	Wild Hawker Gloves	"Carrying the essence of freedom, these gloves are a necessity for the ultimate Hawker!"
4	98	Pirate Gloves	"Essential for Pirate costume. It's a nice glove."
4	99	Silent Walker Gloves	"Gloves that are usually worn by those skilled in stealth and espionage."
4	100	Triggerman Gloves	"Gloves that are generally worn by hitmen."
4	101	Captain Hawker Gloves	"Gloves that are the mark of a capable and confident captain."
4	102	Netherworld Gloves	"Gloves designed for use by leaders of the underworld."
4	121	Brown Gloves	"Gloves for new merchants."
4	122	Vibe Gloves	"Gloves for people that just started to understand trading theory."
4	123	Tamiya Gloves	"Thick, lightweight gloves for young peddlers."
4	124	Semiya Gloves	"Thick, lightweight gloves for intermediate peddlers."
4	125	Merchant Gloves	"Sophisticated gloves for well-experienced peddlers."
4	126	Rich Merchant Gloves	"Suave and sophisticated gloves for well-experienced peddlers."
4	127	Redfield Chairman Gloves	"High-quality gloves for a person of high esteem. It commands respect!"
4	128	Fisher Gloves	""
4	129	Bomber Gloves	"Gloves that are worn by demolition experts."
4	130	Cart Racer Gloves	"Gloves that are very popular among Cart Racers."
4	131	Bourgeois Gloves	"Gloves that serve as symbols of wealth. Most people sigh out of jealousy when glancing at these gloves for the first time."
4	132	Noble Lord Gloves	"Gloves that are a symbol of honor, power, and prestige."
4	151	GM Gloves	""
4	152	Santa Gloves	"Santa's gloves of choice. They're awfully merry."
4	153	Adventurer's Gloves	"A gift from villagers of Adventurer's Plain. They are hand made.(Quest Reward)"
4	164	White Santa Gloves	"White gloves that Santa wears to give him the edge in terms of style."
4	165	Snowboard Gloves	"Protective gloves for the extreme sport of snowboarding."
4	180	Blue Santa Glove	"Santa Gloves that are colored with the hue of the sky."
4	181	Navy Blue Magic School Glove	"Magic School Gloves that are colored dark blue."
4	182	New Abyss Plate Gauntlets	"Gauntlets made out advanced power from Star of Warrior."
4	183	New Serenity Gloves	"Gloves made of advanced power from Star of Magic."
4	184	New Captain Gauntlets	"Gauntlets made of advanced power from Star of Hunter."
4	185	New Bourgeois Gloves	"Gauntlets made of advanced power from Star of Merchant."
4	186	White Magic School Gloves	"Magic School Gloves that are colored white."
4	201	Elven Safe Gloves	"Thick mittens that keep one's hands from getting hurt."
4	202	Dark Action Gloves	"Fingerless gloves made out of stout leather."
4	203	Elven Action Gloves	"Fingerless gloves made out of stout leather."
4	204	Dark Action Gloves	"Fingerless gloves made out of stout, yet flexible leather."
4	205	Golden Action Gloves	"Fingerless gloves made out of stout, yet flexible leather."
4	206	Elven Action Gloves	"Fingerless gloves made out of stout, yet flexible leather."
4	207	Dark Gray Gloves	"Gray gloves that seem sturdy and dependable."
4	208	Golden Gray Gloves	"Gray gloves that seem sturdy and dependable."
4	209	Elven Gray Gloves	"Gray gloves that seem sturdy and dependable."
4	210	Dark Hill Gray Gloves	"Gloves that have a piously grey color."
4	211	Golden Hill Gray Gloves	"Gloves that have a piously grey color."
4	212	Elven Hill Gray Gloves	"Gloves that have a piously grey color."
4	213	Dark Gloves of Iguje	"Gloves which make its wearer more dexterous."
4	214	Golden Gloves of Iguje	"Gloves which make its wearer more dexterous."
4	215	Elven Gloves of Iguje	"Gloves which make its wearer more dexterous."
4	216	Dark Islamic Gloves	"Gloves which make its wearer more suave and dexterous."
4	217	Golden Islamic Gloves	"Gloves which make its wearer more suave and dexterous."
4	218	Elven Islamic Gloves	"Gloves which make its wearer more suave and dexterous."
4	219	Dark Venetian Gloves	"Gloves favored by people who love to travel."
4	220	Golden Venetian Gloves	"Gloves favored by people who love to travel."
4	221	Elven Venetian Gloves	"Gloves favored by people who love to travel."
4	222	Dark Luxurious Venetian Gloves	"Gloves favored by people who love to travel in comfort."
4	223	Golden Luxurious Venetian Gloves	"Gloves favored by people who love to travel in comfort."
4	224	Elven Luxurious Venetian Gloves	"Gloves favored by people who love to travel in comfort."
4	225	Dark Junior Gloves	"Gloves for typical magic school students."
4	226	Golden Junior Gloves	"Gloves for more affluent magic school students."
4	227	Elven Junior Gloves	"Gloves for students who attend magic school."
4	228	Dark Senior Gloves	"Gloves for exemplary students who attend magic school."
4	229	Golden Senior Gloves	"Gloves for affluent students who attend magic school."
4	230	Golden Senior Gloves	"Gloves for affluent students who attend magic school."
4	231	Elven Senior Gloves	"Gloves for prestigious students who attend magic school."
4	301	Soldier Gloves	"Basic gloves for soldiers."
4	302	Soldier Gloves	"Basic gloves for soldiers."
4	303	Soldier Gloves	"Basic gloves for soldiers."
4	304	Elven Soldier Gloves	"Basic gloves for soldiers."
4	305	Legend Soldier Gloves	"Basic gloves for soldiers."
4	306	Holy Soldier Gloves	"Basic gloves for soldiers."
4	307	Iron Gauntlets	"Gauntlets made out of iron."
4	308	Iron Gauntlets	"Gauntlets made out of iron."
4	309	Iron Gauntlets	"Gauntlets made out of iron."
4	310	Elven Iron Gauntlets	"Gauntlets made out of iron."
4	311	Saint Iron Gauntlets	"Gauntlets made out of iron."
4	312	Legend Iron Gauntlets	"Gauntlets made out of iron."
4	313	Holy Iron Gauntlets	"Gauntlets made out of iron."
4	314	Trunket Gloves	"Reliable gloves made out of iron."
4	315	Trunket Gloves	"Reliable gloves made out of iron."
4	316	Trunket Gloves	"Reliable gloves made out of iron."
4	317	Elven Trunket Gloves	"Reliable gloves made out of iron."
4	318	Saint Trunket Gloves	"Reliable gloves made out of iron."
4	319	Legend Trunket Gloves	"Reliable gloves made out of iron."
4	320	Holy Trunket Gloves	"Reliable gloves made out of iron."
4	321	Chrome Gauntlets	"Well-made gauntlets made out of a mysterious metal."
4	322	Chrome Gauntlets	"Well-made gauntlets made out of a mysterious metal."
4	323	Chrome Gauntlets	"Well-made gauntlets made out of a mysterious metal."
4	324	Elven Chrome Gauntlets	"Well-made gauntlets made out of a mysterious metal."
4	325	Saint Chrome Gauntlets	"Well-made gauntlets made out of a mysterious metal."
4	326	Legend Chrome Gauntlets	"Well-made gauntlets made out of a mysterious metal."
4	327	Holy Chrome Gauntlets	"Well-made gauntlets made out of a mysterious metal."
4	328	Mighty Gauntlets	"Light, yet reliable gauntlets."
4	329	Mighty Gauntlets	"Light, yet reliable gauntlets."
4	330	Mighty Gauntlets	"Light, yet reliable gauntlets."
4	331	Golden Mighty Gauntlets	"Light, yet reliable gauntlets."
4	332	Elven Mighty Gauntlets	"Light, yet reliable gauntlets."
4	333	Saint Mighty Gauntlets	"Light, yet reliable gauntlets."
4	334	Legend Mighty Gauntlets	"Light, yet reliable gauntlets."
4	335	Kurash Gauntlets	"Gauntlets, made out of tough steel, which can also be used as weapons."
4	336	Kurash Gauntlets	"Gauntlets, made out of tough steel, which can also be used as weapons."
4	337	Kurash Gauntlets	"Gauntlets, made out of tough steel, which can also be used as weapons."
4	338	Golden Kurash Gauntlets	"Gauntlets, made out of tough steel, which can also be used as weapons."
4	339	Elven Kurash Gauntlets	"Gauntlets, made out of tough steel, which can also be used as weapons."
4	340	Saint Kurash Gauntlets	"Gauntlets, made out of tough steel, which can also be used as weapons."
4	341	Legend Kurash Gauntlets	"Gauntlets, made out of tough steel, which can also be used as weapons."
4	342	Plate Gauntlets	"The best gauntlets: well-designed and reliable."
4	343	Plate Gauntlets	"The best gauntlets: well-designed and reliable."
4	344	Plate Gauntlets	"The best gauntlets: well-designed and reliable."
4	345	Golden Plate Gauntlets	"The best gauntlets: well-designed and reliable."
4	346	Elven Plate Gauntlets	"The best gauntlets: well-designed and reliable."
4	347	Saint Plate Gauntlets	"The best gauntlets: well-designed and reliable."
4	348	Legend Plate Gauntlets	"The best gauntlets: well-designed and reliable."
4	349	Durable Gloves	"A tough pair of gloves that is known for its durability."
4	350	Durable Gloves	"A tough pair of gloves that is known for its durability."
4	351	Durable Gloves	"A tough pair of gloves that is known for its durability."
4	352	Golden Durable Gloves	"A tough pair of gloves that is known for its durability."
4	353	Elven Durable Gloves	"A tough pair of gloves that is known for its durability."
4	354	Saint Durable Gloves	"A tough pair of gloves that is known for its durability."
4	355	Legend Durable Gloves	"A tough pair of gloves that is known for its durability."
4	356	Cedric Gloves	"Gloves designed by a famous swordman for use in battle."
